"ResidentID","HouseholdBookID","IDIssueDate","IDIssuePlace","FullName","Alias","DateOfBirth","PlaceOfBirth","Hometown","Ethnicity","Occupation","Workplace","PermanentRegistrationDate","PermanentResidentAddress","IsDead"
"00000000604","000000309","2022-02-28","Cục cảnh sát quản lý về trật tự xã hội","Tăng Darell",,"1984-06-29","Bình Dương","Nam Định","Gia Rai",,,"2013-08-03","Số 310 tổ dân phố 7 phường La Khê","false"
"00000000605","000000309","2023-03-11","Cục cảnh sát quản lý về trật tự xã hội","Tăng Hoàng",,"2004-09-14","Hà Nội","Hà Nội","Gia Rai",,,"2013-11-16","Số 310 tổ dân phố 7 phường La Khê","false"
"00000000606","000000309","2024-01-20","Cục cảnh sát quản lý về trật tự xã hội","Tăng Lê",,"2005-09-14","Hà Nội","Hà Nội","Gia Rai",,,"2018-11-20","Số 310 tổ dân phố 7 phường La Khê","false"
"00000000607","000000310","2022-08-20","Cục cảnh sát quản lý về trật tự xã hội","Lý Ruben",,"1981-01-28","TP Đà Nẵng","Bình Phước","Kinh",,,"2010-02-23","Số 311 tổ dân phố 7 phường La Khê","false"
"00000000608","000000310","2024-12-21","Cục cảnh sát quản lý về trật tự xã hội","Lý Trương",,"2002-08-01","Hà Nội","Hà Nội","Kinh",,,"2012-11-25","Số 311 tổ dân phố 7 phường La Khê","false"
"00000000609","000000310","2022-03-17","Cục cảnh sát quản lý về trật tự xã hội","Lý Tăng",,"2004-12-26","Hà Nội","Hà Nội","Kinh",,,"2024-11-26","Số 311 tổ dân phố 7 phường La Khê","false"
"00000000610","000000311","2023-04-21","Cục cảnh sát quản lý về trật tự xã hội","Thủy Victor",,"1967-10-15","Bạc Liêu","Nghệ An","Mường",,,"2014-01-09","Số 312 tổ dân phố 7 phường La Khê","false"
"00000000611","000000311","2024-07-06","Cục cảnh sát quản lý về trật tự xã hội","Thủy Dương",,"1990-11-30","Hà Nội","Hà Nội","Mường",,,"2024-01-13","Số 312 tổ dân phố 7 phường La Khê","false"
"00000000612","000000311","2023-03-21","Cục cảnh sát quản lý về trật tự xã hội","Thủy Đoàn",,"1990-01-24","Hà Nội","Hà Nội","Mường",,,"2024-12-24","Số 312 tổ dân phố 7 phường La Khê","false"
"00000000613","000000312","2024-04-03","Cục cảnh sát quản lý về trật tự xã hội","Trinh Isreal",,"1997-03-23","Điện Biên","Bình Thuận","Dao",,,"2022-12-16","Số 313 tổ dân phố 7 phường La Khê","false"
"00000000614","000000312","2022-12-22","Cục cảnh sát quản lý về trật tự xã hội","Tô Dung",,"1997-07-03","Thái Nguyên","Cà Mau","Mường",,,"2023-12-16","Số 313 tổ dân phố 7 phường La Khê","false"
"00000000615","000000312","2023-09-16","Cục cảnh sát quản lý về trật tự xã hội","Trinh Phùng",,"2018-02-22","Hà Nội","Hà Nội","Dao",,,"2024-08-15","Số 313 tổ dân phố 7 phường La Khê","true"
"00000000616","000000312","2024-10-21","Cục cảnh sát quản lý về trật tự xã hội","Trinh Phạm",,"2018-01-14","Hà Nội","Hà Nội","Dao",,,"2024-10-18","Số 313 tổ dân phố 7 phường La Khê","false"
"00000000617","000000313","2023-02-20","Cục cảnh sát quản lý về trật tự xã hội","Kha Kim",,"1991-12-28","Thái Bình","Bà Rịa Vũng Tàu","Nùng",,,"2022-12-15","Số 314 tổ dân phố 7 phường La Khê","false"
"00000000618","000000313","2024-01-13","Cục cảnh sát quản lý về trật tự xã hội","Kha Lý",,"2013-11-02","Hà Nội","Hà Nội","Nùng",,,"2023-07-15","Số 314 tổ dân phố 7 phường La Khê","false"
"00000000619","000000314","2023-12-24","Cục cảnh sát quản lý về trật tự xã hội","Vinh Robin",,"1972-03-04","Bình Định","Đắk Lắk","Khmer",,,"2019-02-05","Số 315 tổ dân phố 7 phường La Khê","false"
"00000000620","000000314","2023-11-15","Cục cảnh sát quản lý về trật tự xã hội","Phạm Asuncion",,"1972-10-05","Sơn La","Hà Tây","Gia Rai",,,"2019-09-09","Số 315 tổ dân phố 7 phường La Khê","false"
"00000000621","000000314","2022-05-12","Cục cảnh sát quản lý về trật tự xã hội","Vinh Bùi",,"1992-10-09","Hà Nội","Hà Nội","Khmer",,,"2020-03-28","Số 315 tổ dân phố 7 phường La Khê","false"
"00000000622","000000315","2023-02-18","Cục cảnh sát quản lý về trật tự xã hội","Sinh Booker",,"1965-03-13","Tuyên Quang","Nam Định","Ê Đê",,,"2024-02-15","Số 316 tổ dân phố 7 phường La Khê","false"
"00000000623","000000316","2023-05-07","Cục cảnh sát quản lý về trật tự xã hội","Thủy Dwain",,"1961-01-31","Thái Nguyên","Bình Thuận","Dao",,,"2002-04-08","Số 317 tổ dân phố 7 phường La Khê","false"
"00000000624","000000316","2023-12-18","Cục cảnh sát quản lý về trật tự xã hội","Cường Martine",,"1961-12-24","Kon Tum","Vĩnh Phúc","Hoa",,,"2007-02-22","Số 317 tổ dân phố 7 phường La Khê","false"
"00000000625","000000317","2024-10-21","Cục cảnh sát quản lý về trật tự xã hội","Quốc Ozzie",,"1977-04-23","Hà Tĩnh","Hà Tĩnh","Khmer",,,"2015-02-03","Số 318 tổ dân phố 7 phường La Khê","false"
"00000000626","000000317","2022-12-02","Cục cảnh sát quản lý về trật tự xã hội","Lâm Fredericka",,"1978-04-21","Sơn La","Cao Bằng","Hoa",,,"2018-07-27","Số 318 tổ dân phố 7 phường La Khê","true"
"00000000627","000000317","2023-01-12","Cục cảnh sát quản lý về trật tự xã hội","Quốc Bùi",,"1999-03-29","Hà Nội","Hà Nội","Khmer",,,"2022-10-17","Số 318 tổ dân phố 7 phường La Khê","false"
"00000000628","000000318","2022-11-23","Cục cảnh sát quản lý về trật tự xã hội","Tâm Rufus",,"1980-08-16","Sơn La","Lạng Sơn","Gia Rai",,,"2016-08-03","Số 319 tổ dân phố 7 phường La Khê","false"
"00000000629","000000318","2023-09-26","Cục cảnh sát quản lý về trật tự xã hội","Tâm Dương",,"2002-09-12","Hà Nội","Hà Nội","Gia Rai",,,"2023-11-04","Số 319 tổ dân phố 7 phường La Khê","true"
"00000000630","000000319","2022-02-26","Cục cảnh sát quản lý về trật tự xã hội","Sa Darnell",,"1951-11-10","Hà Tây","Ninh Thuận","Thái",,,"2023-06-24","Số 320 tổ dân phố 7 phường La Khê","false"
"00000000631","000000319","2023-08-31","Cục cảnh sát quản lý về trật tự xã hội","Như Susan",,"1952-08-18","Phú Thọ","Đồng Nai","Gia Rai",,,"2024-01-14","Số 320 tổ dân phố 7 phường La Khê","false"
"00000000632","000000320","2022-09-06","Cục cảnh sát quản lý về trật tự xã hội","Vũ Osvaldo",,"1964-01-19","Thừa Thiên Huế","Đồng Tháp","Tày",,,"1987-07-04","Số 321 tổ dân phố 7 phường La Khê","false"
"00000000633","000000320","2023-08-08","Cục cảnh sát quản lý về trật tự xã hội","Trung Roselee",,"1964-06-19","Lạng Sơn","Điện Biên","H'Mông",,,"2016-10-14","Số 321 tổ dân phố 7 phường La Khê","false"
"00000000634","000000320","2022-08-15","Cục cảnh sát quản lý về trật tự xã hội","Vũ Vũ",,"1987-02-07","Hà Nội","Hà Nội","Tày",,,"2022-07-03","Số 321 tổ dân phố 7 phường La Khê","false"
"00000000635","000000321","2022-10-27","Cục cảnh sát quản lý về trật tự xã hội","Bùi Milford",,"1959-04-14","TP Cần Thơ","Quảng Trị","Dao",,,"1998-05-24","Số 322 tổ dân phố 7 phường La Khê","false"
"00000000636","000000321","2023-03-02","Cục cảnh sát quản lý về trật tự xã hội","Thu Lindsy",,"1959-07-14","Phú Yên","Đồng Nai","Kinh",,,"2010-04-27","Số 322 tổ dân phố 7 phường La Khê","true"
"00000000637","000000321","2023-11-09","Cục cảnh sát quản lý về trật tự xã hội","Bùi Mai",,"1982-08-27","Hà Nội","Hà Nội","Dao",,,"2011-06-13","Số 322 tổ dân phố 7 phường La Khê","true"
"00000000638","000000322","2022-09-11","Cục cảnh sát quản lý về trật tự xã hội","Thảo Weldon",,"1992-10-13","TP Cần Thơ","TP Cần Thơ","Hoa",,,"2019-11-30","Số 323 tổ dân phố 7 phường La Khê","false"
"00000000639","000000322","2024-10-06","Cục cảnh sát quản lý về trật tự xã hội","Trương Refugio",,"1992-12-22","Bình Thuận","Điện Biên","Tày",,,"2024-08-27","Số 323 tổ dân phố 7 phường La Khê","true"
"00000000640","000000322","2024-12-07","Cục cảnh sát quản lý về trật tự xã hội","Thảo Đoàn",,"2015-04-13","Hà Nội","Hà Nội","Hoa",,,"2024-12-05","Số 323 tổ dân phố 7 phường La Khê","false"
"00000000641","000000323","2024-05-31","Cục cảnh sát quản lý về trật tự xã hội","Nhàn Micah",,"1982-02-01","Đồng Nai","Hà Tây","Nùng",,,"1994-08-08","Số 324 tổ dân phố 7 phường La Khê","false"
"00000000642","000000324","2024-12-09","Cục cảnh sát quản lý về trật tự xã hội","Lê Luciano",,"1959-03-27","Kon Tum","TP Cần Thơ","Gia Rai",,,"2012-02-24","Số 325 tổ dân phố 7 phường La Khê","false"
"00000000643","000000325","2024-08-19","Cục cảnh sát quản lý về trật tự xã hội","Phú Humberto",,"1955-04-13","TP Cần Thơ","Thanh Hóa","Tày",,,"2001-08-12","Số 326 tổ dân phố 7 phường La Khê","false"
"00000000644","000000325","2022-09-27","Cục cảnh sát quản lý về trật tự xã hội","Hà Elna",,"1955-05-14","Hưng Yên","Ninh Thuận","Mường",,,"2016-11-24","Số 326 tổ dân phố 7 phường La Khê","false"
"00000000645","000000325","2022-03-03","Cục cảnh sát quản lý về trật tự xã hội","Phú Hoàng",,"1977-05-06","Hà Nội","Hà Nội","Tày",,,"2018-12-08","Số 326 tổ dân phố 7 phường La Khê","false"
"00000000646","000000325","2022-01-15","Cục cảnh sát quản lý về trật tự xã hội","Phú Đỗ",,"1977-06-01","Hà Nội","Hà Nội","Tày",,,"2024-11-25","Số 326 tổ dân phố 7 phường La Khê","false"
"00000000647","000000326","2023-03-12","Cục cảnh sát quản lý về trật tự xã hội","Hà Mitch",,"1986-09-01","Gia Lai","An Giang","Thái",,,"2005-02-16","Số 327 tổ dân phố 7 phường La Khê","false"
"00000000648","000000326","2023-03-23","Cục cảnh sát quản lý về trật tự xã hội","Hà Hà",,"2010-06-17","Hà Nội","Hà Nội","Thái",,,"2013-06-30","Số 327 tổ dân phố 7 phường La Khê","false"
"00000000649","000000327","2024-03-18","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Geoffrey",,"1978-02-11","Kon Tum","Trà Vinh","Tày",,,"1999-10-08","Số 328 tổ dân phố 7 phường La Khê","false"
"00000000650","000000327","2023-08-02","Cục cảnh sát quản lý về trật tự xã hội","Lê Liza",,"1978-12-11","Bến Tre","Bến Tre","Nùng",,,"2004-02-20","Số 328 tổ dân phố 7 phường La Khê","false"
"00000000651","000000327","2022-10-15","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Dương",,"2000-09-02","Hà Nội","Hà Nội","Tày",,,"2016-01-09","Số 328 tổ dân phố 7 phường La Khê","false"
"00000000652","000000328","2023-04-21","Cục cảnh sát quản lý về trật tự xã hội","Minh Santos",,"1984-07-05","Sóc Trăng","Hải Dương","H'Mông",,,"2004-12-15","Số 329 tổ dân phố 7 phường La Khê","false"
"00000000653","000000329","2023-11-18","Cục cảnh sát quản lý về trật tự xã hội","Tú Andre",,"1952-09-28","Phú Yên","Đồng Tháp","Dao",,,"2006-07-04","Số 330 tổ dân phố 7 phường La Khê","false"
"00000000654","000000329","2022-02-18","Cục cảnh sát quản lý về trật tự xã hội","Tú Đặng",,"1973-08-17","Hà Nội","Hà Nội","Dao",,,"2012-12-01","Số 330 tổ dân phố 7 phường La Khê","false"
"00000000655","000000329","2023-04-03","Cục cảnh sát quản lý về trật tự xã hội","Tú Phạm",,"1976-09-24","Hà Nội","Hà Nội","Dao",,,"2022-05-13","Số 330 tổ dân phố 7 phường La Khê","false"
"00000000656","000000330","2024-05-01","Cục cảnh sát quản lý về trật tự xã hội","Hải Darell",,"1995-04-15","Sơn La","An Giang","Khmer",,,"2009-10-15","Số 331 tổ dân phố 7 phường La Khê","false"
"00000000657","000000330","2024-11-22","Cục cảnh sát quản lý về trật tự xã hội","Sinh Juliette",,"1995-11-04","Bình Định","Cao Bằng","Dao",,,"2023-01-07","Số 331 tổ dân phố 7 phường La Khê","false"
"00000000658","000000330","2022-05-01","Cục cảnh sát quản lý về trật tự xã hội","Hải Hoàng",,"2016-04-06","Hà Nội","Hà Nội","Khmer",,,"2024-04-28","Số 331 tổ dân phố 7 phường La Khê","false"
"00000000659","000000330","2023-11-17","Cục cảnh sát quản lý về trật tự xã hội","Hải Mai",,"2018-01-21","Hà Nội","Hà Nội","Khmer",,,"2024-08-16","Số 331 tổ dân phố 7 phường La Khê","true"
"00000000660","000000331","2024-09-26","Cục cảnh sát quản lý về trật tự xã hội","Vũ Neville",,"1986-06-11","Khánh Hòa","Bắc Giang","Ê Đê",,,"2015-09-16","Số 332 tổ dân phố 7 phường La Khê","false"
"00000000661","000000331","2024-02-27","Cục cảnh sát quản lý về trật tự xã hội","Đinh Erin",,"1987-03-04","Lạng Sơn","Hòa Bình","Dao",,,"2022-07-24","Số 332 tổ dân phố 7 phường La Khê","false"
"00000000662","000000331","2024-06-19","Cục cảnh sát quản lý về trật tự xã hội","Vũ Đỗ",,"2009-04-23","Hà Nội","Hà Nội","Ê Đê",,,"2024-09-28","Số 332 tổ dân phố 7 phường La Khê","false"
"00000000663","000000332","2023-01-13","Cục cảnh sát quản lý về trật tự xã hội","Trương Laverne",,"1974-10-13","Trà Vinh","Nam Định","Dao",,,"2017-12-07","Số 333 tổ dân phố 7 phường La Khê","false"
"00000000664","000000332","2023-12-17","Cục cảnh sát quản lý về trật tự xã hội","Dung Vanda",,"1975-08-27","Ninh Bình","Lai Châu","Dao",,,"2024-11-24","Số 333 tổ dân phố 7 phường La Khê","false"
"00000000665","000000332","2024-02-05","Cục cảnh sát quản lý về trật tự xã hội","Trương Lâm",,"1996-05-09","Hà Nội","Hà Nội","Dao",,,"2024-12-31","Số 333 tổ dân phố 7 phường La Khê","false"
"00000000666","000000333","2024-09-04","Cục cảnh sát quản lý về trật tự xã hội","Phạm Marcelino",,"1997-05-31","TP Hải Phòng","Hòa Bình","Hoa",,,"2020-02-10","Số 334 tổ dân phố 7 phường La Khê","false"
"00000000667","000000333","2022-01-12","Cục cảnh sát quản lý về trật tự xã hội","Thắng Ivory",,"1997-10-16","TP Đà Nẵng","Cao Bằng","H'Mông",,,"2020-04-05","Số 334 tổ dân phố 7 phường La Khê","false"
"00000000668","000000333","2022-10-16","Cục cảnh sát quản lý về trật tự xã hội","Phạm Trương",,"2020-06-13","Hà Nội","Hà Nội","Hoa",,,"2020-10-23","Số 334 tổ dân phố 7 phường La Khê","true"
"00000000669","000000334","2024-06-19","Cục cảnh sát quản lý về trật tự xã hội","Lý Laurence",,"1990-09-12","Bạc Liêu","Hậu Giang","Mường",,,"2015-12-16","Số 335 tổ dân phố 7 phường La Khê","false"
"00000000670","000000334","2024-10-22","Cục cảnh sát quản lý về trật tự xã hội","Lý Đặng",,"2011-12-04","Hà Nội","Hà Nội","Mường",,,"2016-05-17","Số 335 tổ dân phố 7 phường La Khê","false"
"00000000671","000000335","2023-05-29","Cục cảnh sát quản lý về trật tự xã hội","Trung Hollis",,"1956-10-16","Cà Mau","Quảng Nam","Dao",,,"2003-08-02","Số 336 tổ dân phố 7 phường La Khê","false"
"00000000672","000000335","2022-11-27","Cục cảnh sát quản lý về trật tự xã hội","Trung Lâm",,"1977-08-28","Hà Nội","Hà Nội","Dao",,,"2016-05-16","Số 336 tổ dân phố 7 phường La Khê","true"
"00000000673","000000336","2022-01-26","Cục cảnh sát quản lý về trật tự xã hội","Như Gerardo",,"1952-08-08","Kiên Giang","Phú Thọ","H'Mông",,,"2017-10-12","Số 337 tổ dân phố 7 phường La Khê","false"
"00000000674","000000336","2024-07-14","Cục cảnh sát quản lý về trật tự xã hội","Như Trương",,"1976-07-11","Hà Nội","Hà Nội","H'Mông",,,"2018-06-21","Số 337 tổ dân phố 7 phường La Khê","false"
"00000000675","000000337","2023-04-21","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Antone",,"1975-03-14","Trà Vinh","Kiên Giang","H'Mông",,,"1980-01-07","Số 338 tổ dân phố 7 phường La Khê","false"
"00000000676","000000337","2022-07-09","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Đoàn",,"1995-06-13","Hà Nội","Hà Nội","H'Mông",,,"2014-12-23","Số 338 tổ dân phố 7 phường La Khê","false"
"00000000677","000000338","2023-03-27","Cục cảnh sát quản lý về trật tự xã hội","Tú Heriberto",,"1968-03-31","Vĩnh Long","Hòa Bình","H'Mông",,,"2017-08-29","Số 339 tổ dân phố 7 phường La Khê","false"
